person_id,initial_approval_date,update_date
8343,2011-04-14 16:46:06,
8354,2020-07-03 19:29:32,
8355,2011-04-14 15:17:20,
8361,2010-03-01 13:36:31,
8397,2011-10-22 3:37:48,
8454,2023-06-21 14:05:25,
8455,2023-06-21 14:05:26,
8456,2023-06-21 14:05:26,
8459,2014-01-02 13:34:20,
8460,2008-08-01 00:00:00,
8472,2007-08-01 00:00:00,
8474,2016-04-22 16:06:01,
8507,2022-05-02 19:10:30,
8536,2012-07-31 15:49:15,
8538,2011-09-07 20:03:38,
8539,2011-04-01 00:00:00,
8543,2011-12-21 18:17:33,
8549,2011-07-01 00:00:00,
8551,2011-12-21 17:57:01,
8562,2011-07-28 15:38:51,
8563,2011-07-29 16:44:04,
8566,2011-12-21 17:57:03,
8567,2012-03-20 19:06:17,
8571,2011-06-23 16:35:26,
8574,2011-07-08 14:56:51,
8575,2011-07-29 16:44:05,
8578,2011-08-01 00:00:00,
8580,2011-04-01 00:00:00,
8583,2012-05-01 23:42:19,
8584,2011-12-22 20:44:44,
8585,2012-05-01 23:42:15,
8592,2024-01-23 17:47:36,
8596,2011-12-22 20:44:40,
8600,2012-05-01 23:42:17,
8603,2011-12-22 20:44:43,
8609,2011-07-28 15:38:53,
8610,2011-07-28 15:38:54,
8612,2011-08-03 18:40:56,
8616,2011-12-22 20:44:46,
8617,2011-12-22 20:44:42,
8618,2011-12-15 21:49:54,
8624,2012-05-01 23:42:21,
8625,2012-03-20 19:06:25,
8629,2011-12-21 17:57:05,
8630,2011-12-21 17:57:02,
8631,2011-12-21 17:56:59,
8633,2012-05-01 23:42:13,
8637,2010-03-01 00:00:00,
8650,2014-08-01 00:00:00,
8651,2014-08-01 00:00:00,
8675,2010-04-11 00:00:00,
8730,2020-11-12 19:58:52,
8750,2009-12-01 00:00:00,
8752,2009-12-01 00:00:00,
8753,2016-06-14 11:55:04,
8754,2016-05-20 12:50:22,
8757,2016-09-23 13:10:18,
8782,2011-05-23 12:27:45,
8825,2009-12-01 00:00:00,
8857,2007-08-01 00:00:00,
8860,2012-06-26 20:49:23,
8861,2012-06-26 20:49:26,
8868,2010-08-02 16:49:40,
8891,2007-08-01 00:00:00,
8892,2016-05-04 16:40:32,
8906,2021-06-28 20:10:10,
8912,2007-08-01 00:00:00,
8923,2007-08-01 00:00:00,
8964,2011-12-13 18:00:05,
8972,2023-08-30 16:53:34,
8975,2013-05-15 19:22:52,
8986,2011-08-01 00:00:00,
9030,2008-08-01 00:00:00,
9047,2022-06-01 19:29:40,
9049,2011-03-01 00:00:00,
9050,2011-03-01 00:00:00,
9051,2011-03-01 00:00:00,
9052,2013-05-15 19:51:26,
9053,2011-03-01 00:00:00,
9055,2011-02-01 00:00:00,
9056,2011-03-01 00:00:00,
9057,2011-02-01 00:00:00,
9058,2011-02-01 00:00:00,
9059,2011-02-01 00:00:00,
9062,2012-01-12 22:15:29,
9083,2024-02-06 15:13:37,
9095,2010-12-03 11:51:33,
9105,2023-12-11 15:04:43,
9121,2007-08-01 00:00:00,
9126,2009-12-01 00:00:00,
9141,2007-08-01 00:00:00,
9158,2013-10-02 7:52:32,
9169,2009-12-01 00:00:00,2012-10-01 00:00:00
9171,2016-04-22 16:06:03,
9172,2018-02-14 16:38:46,
9190,2011-08-25 22:18:39,
9201,2011-06-01 00:00:00,
9203,2013-02-25 18:45:08,
9213,2012-07-19 19:28:56,
9254,2010-04-29 14:23:15,
9278,2024-07-23 15:34:46,
9287,2014-05-01 00:00:00,
9289,2022-06-30 20:05:17,
9297,2007-08-01 00:00:00,
9301,2021-06-02 13:03:47,
9305,2016-10-19 16:23:50,2020-10-01 00:00:00
9333,2016-01-29 14:03:43,
9343,2022-03-04 20:45:38,
9355,2012-08-16 18:22:38,
9361,2018-07-26 15:16:08,
9372,2007-08-01 00:00:00,
9383,2011-08-01 00:00:00,
9394,2015-01-01 00:00:00,
9442,2016-01-15 16:28:25,
9469,2024-06-27 13:47:53,
9482,2008-08-01 00:00:00,
9513,2013-07-03 11:07:01,
9523,2011-01-12 12:51:33,
9525,2012-07-26 16:44:10,
9546,2012-05-07 19:32:49,
9572,2016-06-08 14:34:38,
9574,2019-08-27 19:31:53,
9579,2007-08-01 00:00:00,
9585,2019-04-08 15:37:11,
9588,2013-01-07 21:01:02,
9589,2013-02-25 18:45:06,
9590,2010-05-01 00:00:00,
9593,2012-09-18 15:56:06,
9594,2020-07-29 19:06:43,
9601,2011-12-28 21:32:22,
9612,2009-12-01 00:00:00,
9618,2007-08-01 00:00:00,
9622,2012-09-18 15:56:12,
9624,2007-08-01 00:00:00,
9634,2009-12-01 00:00:00,
9646,2008-08-01 00:00:00,
9688,2007-08-01 00:00:00,
9690,2014-12-15 13:46:22,
9693,2014-04-11 11:55:15,
9703,2013-06-03 20:05:43,
9712,2012-04-19 17:37:06,
9750,2010-08-13 11:50:17,
9753,2011-04-01 00:00:00,
9761,2021-09-28 18:02:11,
9764,2024-01-08 15:17:37,
9788,2010-05-13 9:56:22,
9789,2010-05-12 16:01:36,
9795,2010-09-01 00:00:00,
9839,2009-10-01 00:00:00,
9873,2012-09-05 15:30:20,
9884,2012-07-31 15:49:12,
9895,2023-11-06 20:48:56,
9923,2011-06-21 12:17:00,
9929,2013-03-29 16:32:48,
9935,2013-07-03 11:07:11,
9945,2019-07-30 14:11:25,
9983,2021-07-01 18:51:30,
9985,2012-03-26 17:25:12,
9990,2009-12-01 00:00:00,
10018,2017-01-18 13:47:36,
10019,2024-02-12 19:20:30,
10068,2011-08-01 00:00:00,
10083,2007-08-01 00:00:00,
10093,2013-01-14 18:22:07,
10146,2014-09-22 16:27:45,
10168,2017-07-12 3:09:18,
10169,2013-03-15 18:12:33,
10171,2011-03-01 00:00:00,
10199,2011-07-26 18:12:48,
10202,2014-01-02 13:34:15,
10203,2023-04-20 19:48:38,
10258,2008-08-01 00:00:00,
10280,2019-02-13 15:42:03,
10298,2024-08-21 21:25:39,
10301,2007-08-01 00:00:00,
10311,2011-05-23 17:10:39,
10315,2007-08-01 00:00:00,
10319,2023-08-24 16:00:18,
10320,2023-08-24 16:00:21,
10355,2022-06-28 16:51:07,
10372,2011-05-23 17:10:36,
10373,2018-01-01 00:00:00,
10394,2014-04-14 8:53:27,
10412,2012-07-19 19:28:55,
10413,2012-01-13 17:10:54,
10414,2016-03-23 15:18:15,
10415,2016-03-23 15:18:14,
10422,2012-05-07 19:32:52,
10442,2011-02-28 17:01:39,
10452,2012-07-26 16:44:15,
10457,2013-10-03 13:02:43,
10462,2012-07-26 16:44:16,
10470,2012-07-26 16:44:17,
10480,2017-11-14 15:30:17,
10482,2011-05-23 17:10:38,
10497,2011-02-18 13:53:00,
10507,2010-07-01 00:00:00,
10528,2010-12-14 12:09:37,
10531,2010-12-29 9:28:52,
10536,2009-12-01 00:00:00,
10546,2017-03-07 17:04:48,
10548,2014-07-16 20:46:59,
10561,2017-06-01 9:29:06,
10571,2011-04-01 00:00:00,
10572,2011-04-13 15:54:01,
10573,2011-03-18 13:48:54,
10579,2017-06-23 16:35:27,
10591,2011-06-14 13:41:35,
10613,2015-11-03 16:45:50,
10617,2020-10-29 19:35:34,
10623,2014-01-22 9:14:26,
10633,2015-11-03 16:45:48,
10644,2014-07-01 00:00:00,
10647,2024-01-18 21:56:26,
10649,2011-04-13 15:53:58,
10654,2011-04-13 15:53:56,
10656,2011-04-13 15:53:57,
10658,2011-04-13 15:54:00,
10659,2011-04-13 15:53:59,
10673,2011-12-15 21:49:51,
10676,2011-12-15 21:49:55,
10678,2011-12-15 21:49:52,
10683,2010-02-01 00:00:00,
10687,2008-09-01 00:00:00,
10699,2019-12-20 20:23:57,
10742,2015-11-03 16:45:50,
10753,2015-11-03 16:45:49,
10794,2010-12-03 11:58:07,
10811,2019-01-16 19:34:04,
10815,2007-08-01 00:00:00,
10824,2008-08-01 00:00:00,
10827,2011-12-27 22:27:26,
10828,2011-08-01 00:00:00,
10832,2011-08-01 00:00:00,
10835,2018-03-14 21:47:54,
10857,2014-01-07 7:30:54,
10878,2014-12-04 15:16:44,
10881,2007-08-01 00:00:00,
10892,2011-07-13 11:13:07,
10898,2014-10-30 11:32:54,
10900,2019-11-08 17:05:41,
10904,2007-08-01 00:00:00,
10908,2019-11-07 17:08:02,
10911,2019-11-08 20:24:55,
10957,2013-03-25 20:31:33,
10961,2019-11-20 21:05:05,
10970,2019-11-15 17:07:57,
10980,2019-11-20 17:37:55,
10981,2019-11-25 16:47:13,
10982,2019-11-25 16:47:12,
11003,2014-09-22 16:27:43,
11056,2018-07-13 12:29:18,
11114,2008-09-01 00:00:00,
11117,2007-08-01 00:00:00,
11131,2011-02-03 14:30:42,
11141,2009-11-01 00:00:00,
11158,2023-06-05 22:00:34,
11183,2020-10-20 15:04:15,
11231,2021-01-10 15:58:41,
11245,2016-05-04 16:40:35,
11246,2016-05-04 16:40:36,
11258,2011-11-01 00:00:00,
11277,2016-05-04 16:40:33,
11278,2016-05-13 16:10:02,
11279,2016-05-04 16:40:34,
11285,2016-11-08 15:00:57,
11290,2022-03-07 17:22:57,
11299,2014-05-08 12:55:46,
11307,2008-08-01 00:00:00,
11352,2010-01-01 00:00:00,
11385,2021-06-14 22:13:52,
11417,2014-01-02 13:34:18,
11426,2012-07-31 15:49:20,
11427,2012-01-01 00:00:00,
11428,2023-08-17 15:55:11,
11432,2011-12-23 18:52:50,
11435,2013-01-07 21:01:00,
11437,2023-10-19 12:37:49,
11441,2010-03-12 14:22:14,
11443,2012-08-01 00:00:00,
11444,2012-10-16 15:51:41,
11445,2012-10-17 18:11:49,
11453,2008-08-01 00:00:00,
11462,2010-03-01 00:00:00,
11471,2008-08-01 00:00:00,
11487,2012-07-31 15:49:16,
11488,2012-07-31 15:49:18,
11489,2012-07-31 15:49:47,
11490,2012-09-18 15:56:11,
11491,2012-07-31 15:49:19,
11565,2010-05-01 00:00:00,
11569,2013-04-22 19:17:30,
11572,2010-09-23 16:46:19,
11575,2013-04-22 19:17:32,
11597,2010-05-01 00:00:00,
11603,2013-06-19 8:51:51,
11618,2010-07-30 10:51:43,
11632,2013-03-29 16:32:51,
11731,2013-03-29 16:32:52,
11741,2019-07-30 14:11:26,
11790,2016-06-10 14:16:38,
11796,2016-06-10 14:16:37,
11798,2016-01-29 14:03:44,
11865,2008-08-01 00:00:00,
11866,2012-08-16 18:22:36,
11877,2008-08-01 00:00:00,
11883,2012-09-18 15:56:15,
11898,2008-08-01 00:00:00,
11909,2010-02-01 00:00:00,
11942,2010-02-01 00:00:00,
11972,2016-03-11 15:24:38,
11986,2010-03-01 00:00:00,
12096,2010-03-01 00:00:00,
12100,2016-03-31 15:12:24,
12171,2022-06-01 19:29:41,
12180,2021-02-02 20:22:10,
12264,2014-10-30 11:32:49,
12340,2014-10-30 11:32:51,
12403,2022-07-26 16:36:40,
12405,2015-04-08 17:03:35,
12439,2023-08-01 19:18:48,
12479,2023-03-24 16:18:44,
12500,2022-05-05 14:47:21,
12521,2008-09-01 00:00:00,
12547,2021-01-01 00:00:00,
12553,2021-06-07 19:26:52,
12613,2023-06-05 22:00:34,
12741,2021-06-08 15:42:45,
12742,2022-05-09 15:35:06,
12743,2022-05-09 15:35:03,
12745,2023-04-20 19:48:39,
12785,2014-06-16 8:48:03,
12817,2010-09-01 00:00:00,
12828,2008-09-01 00:00:00,
12838,2020-07-16 13:41:49,
12839,2021-08-14 20:43:48,
12865,2016-05-20 12:50:23,
12883,2007-08-01 00:00:00,2015-07-01 00:00:00
12906,2012-08-01 00:00:00,
12980,2024-05-28 21:22:26,
12981,2023-06-16 20:01:01,
12982,2024-02-12 19:37:36,
13026,2008-09-01 00:00:00,
13057,2007-08-01 00:00:00,
13058,2007-08-01 00:00:00,
13061,2008-08-01 00:00:00,
13063,2008-08-01 00:00:00,
13064,2008-08-01 00:00:00,
13065,2008-08-01 00:00:00,
13066,2008-08-01 00:00:00,
13067,2009-11-01 16:50:43,
13068,2009-11-01 00:00:00,
13069,2009-11-01 00:00:00,
13070,2009-11-01 00:00:00,
13071,2009-11-01 00:00:00,
13072,2009-12-01 00:00:00,
13073,2009-12-01 00:00:00,2015-07-01 00:00:00
13074,2010-02-01 00:00:00,
13075,2010-02-01 00:00:00,
13076,2010-02-01 00:00:00,
13077,2007-08-01 00:00:00,
13078,2010-02-01 00:00:00,
13079,2010-04-11 00:00:00,
13080,2010-04-11 00:00:00,
13081,2010-04-11 00:00:00,
13082,2010-04-19 15:37:23,
13083,2017-01-01 00:00:00,
13084,2011-02-14 10:44:28,
13086,2011-06-23 16:01:06,
13087,2010-05-01 00:00:00,
13088,2017-01-01 00:00:00,
13089,2010-05-01 00:00:00,
13090,2010-06-01 00:00:00,
13091,2017-12-01 00:00:00,
13092,2010-06-01 00:00:00,
13093,2010-07-01 00:00:00,
13094,2010-07-01 00:00:00,
13095,2010-07-01 00:00:00,
13096,2010-07-01 00:00:00,
13097,2010-12-23 14:25:30,
13098,2010-07-01 00:00:00,
13099,2010-07-01 00:00:00,
13100,2010-07-01 00:00:00,
13101,2010-07-01 00:00:00,
13102,2010-12-14 16:37:47,
13103,2010-08-11 12:03:55,
13104,2010-08-11 12:03:56,
13105,2017-01-01 00:00:00,
13106,2010-08-13 11:50:18,
13107,2010-08-13 11:50:19,
13108,2010-08-27 15:59:57,
13109,2010-08-27 15:59:58,
13110,2010-08-27 15:59:59,
13111,2010-09-17 14:56:59,
13112,2010-10-13 17:06:33,
13113,2010-10-20 10:16:16,
13115,2011-01-01 00:00:00,
13116,2011-02-17 17:37:43,
13117,2017-12-01 00:00:00,
13118,2011-02-17 17:37:46,
13119,2017-12-01 00:00:00,
13120,2011-02-28 17:01:35,
13121,2011-02-01 00:00:00,
13122,2011-02-01 00:00:00,
13123,2011-02-01 00:00:00,
13124,2021-06-01 00:00:00,
13125,2011-02-28 17:01:44,
13126,2011-02-01 00:00:00,
13127,2011-02-28 17:01:46,
13128,2011-02-28 17:04:27,
13129,2011-03-02 17:12:52,
13131,2011-03-11 16:59:49,
13132,2011-03-01 00:00:00,
13133,2011-04-14 15:17:23,
13134,2011-04-25 16:41:25,
13135,2011-03-01 00:00:00,
13139,2011-06-09 9:51:57,
13140,2011-06-17 10:54:59,
13141,2011-07-29 22:48:50,
13142,2011-08-01 00:00:00,
13143,2011-08-01 00:00:00,
13145,2011-08-01 00:00:00,
13146,2011-08-01 00:00:00,
13147,2011-10-25 15:16:18,
13148,2011-12-23 18:52:47,
13149,2011-12-23 18:52:49,
13150,2011-12-23 18:52:51,
13151,2011-12-27 22:27:30,
13152,2011-12-27 22:27:32,
13157,2012-03-20 19:06:08,
13162,2012-05-07 19:32:53,
13163,2012-05-07 19:32:50,
13164,2012-06-04 18:50:56,
13165,2012-06-04 18:50:59,
13166,2012-09-05 15:30:22,
13167,2012-09-05 15:30:23,
13168,2013-04-22 19:17:33,
13169,2012-09-18 15:56:08,
13170,2012-09-18 15:56:09,
13171,2012-09-18 17:27:16,
13173,2012-09-18 19:18:15,
13174,2012-10-17 18:11:52,
13175,2013-01-15 21:10:14,
13176,2013-01-15 21:10:18,
13177,2013-01-15 21:10:19,
13178,2013-02-20 17:31:30,
13179,2013-02-26 22:12:29,
13180,2013-02-27 15:44:05,
13181,2013-03-29 16:32:53,
13182,2013-06-03 20:05:45,
13183,2018-02-01 00:00:00,
13186,2013-05-03 20:31:21,
13187,2013-05-14 21:11:00,
13188,2013-05-15 17:36:54,
13189,2013-07-03 11:07:09,
13190,2013-07-03 11:07:08,
13191,2013-07-03 11:07:06,
13195,2013-06-03 20:05:44,
13196,2013-07-01 9:10:37,
13197,2013-10-03 13:02:41,
13198,2014-01-16 9:27:36,
13199,2014-01-24 12:59:26,
13201,2014-09-09 14:00:33,
13202,2014-09-08 16:56:37,
13203,2014-09-09 14:00:34,
13204,2014-09-22 16:27:46,
13205,2014-04-09 7:25:54,
13206,2014-04-09 7:26:00,
13217,2014-05-22 8:51:51,
13220,2014-06-09 13:21:11,
13221,2014-06-09 13:22:09,
13222,2014-06-10 7:56:15,
13225,2014-09-16 13:26:05,
13226,2014-10-07 14:31:59,
13227,2014-10-31 11:56:00,
13228,2014-10-31 15:46:57,
13229,2014-10-31 15:46:59,
13230,2014-11-24 16:28:38,
13231,2014-11-24 16:28:37,
13232,2014-11-24 16:28:35,
13233,2014-11-01 00:00:00,
13234,2014-11-01 00:00:00,
13235,2014-11-01 00:00:00,
13236,2014-11-01 00:00:00,
13237,2014-11-01 00:00:00,
13238,2014-11-01 00:00:00,
13239,2014-11-01 00:00:00,
13240,2014-12-02 15:32:05,
13241,2014-11-01 00:00:00,
13242,2014-11-01 00:00:00,
13246,2023-04-24 15:57:42,
13248,2023-06-06 15:03:30,
13249,2023-04-20 19:48:35,
13404,2010-04-11 00:00:00,
13423,2010-05-01 00:00:00,
13425,2015-05-04 15:41:48,
13426,2015-05-05 14:44:42,
13427,2015-05-05 15:22:18,
13428,2015-05-05 15:22:17,
13429,2015-05-28 13:57:45,
13430,2015-05-28 14:43:03,
13431,2015-05-28 15:28:03,
13432,2015-05-28 15:59:05,
13433,2015-05-28 16:25:43,
13434,2015-05-28 17:03:53,
13435,2015-05-29 13:24:14,
13436,2015-06-02 15:58:24,
13437,2015-06-02 15:58:23,
13438,2015-06-02 16:25:54,
13439,2015-06-02 17:21:29,
13440,2015-06-04 11:19:24,
13441,2015-06-04 11:58:21,
13442,2015-06-04 12:48:25,
13443,2015-06-04 15:20:59,
13444,2015-06-05 11:49:26,
13445,2015-06-05 12:08:06,
13446,2015-06-05 15:32:08,
13447,2015-06-05 17:03:34,
13448,2015-06-05 17:03:35,
13449,2015-06-12 15:46:31,
13450,2015-06-12 16:16:39,
13451,2015-06-12 16:35:31,
13452,2015-06-16 17:57:57,
13453,2015-06-16 17:57:56,
13454,2015-06-16 17:57:55,
13455,2015-06-16 17:57:55,
13462,2021-11-22 15:17:51,
13502,2016-02-16 12:03:55,
13507,2016-01-29 14:03:45,
13509,2016-02-05 11:21:18,
13510,2016-02-06 14:48:35,
13511,2016-02-10 16:34:12,
13512,2016-02-10 16:34:13,
13513,2016-02-11 10:36:57,
13514,2016-02-11 10:36:57,
13515,2016-02-11 10:36:55,
13516,2016-02-16 12:04:05,
13517,2016-02-16 12:04:06,
13518,2016-02-16 12:04:06,
13519,2016-02-24 14:39:55,
13520,2016-02-24 14:39:54,
13521,2016-02-24 14:39:53,
13522,2016-02-24 14:39:53,
13523,2016-02-24 14:39:52,
13527,2016-03-02 16:15:51,
13528,2016-03-02 16:15:53,
13531,2016-03-11 15:24:39,
13532,2016-03-11 15:24:37,
13533,2016-03-11 15:24:36,
13534,2016-03-18 15:45:07,
13535,2016-03-18 15:45:07,
13536,2016-03-23 15:18:13,
13537,2016-03-18 15:45:05,
13538,2016-03-18 15:45:05,
13539,2016-03-18 15:45:06,
13540,2016-03-31 15:12:25,
13541,2016-03-31 16:53:10,
13542,2016-03-31 16:53:09,
13543,2016-03-31 16:53:10,
13544,2016-04-07 14:28:32,
13545,2016-04-15 14:49:36,
13546,2016-04-15 14:49:35,
13547,2016-04-15 14:49:33,
13548,2016-04-22 16:06:02,
13549,2016-04-22 16:06:02,
13550,2016-05-13 16:10:02,
13558,2016-05-20 12:50:24,
13559,2016-05-26 17:56:17,
13560,2016-05-26 17:56:17,
13561,2016-05-26 17:56:14,
13562,2016-05-26 17:56:15,
13563,2016-06-03 11:49:51,
13564,2016-06-03 11:49:50,
13566,2016-07-21 11:26:40,
13572,2016-08-17 15:16:19,
13574,2016-09-15 15:14:22,
13583,2016-10-19 16:23:51,
13588,2016-11-29 11:49:00,
13596,2017-12-14 19:55:13,
13597,2018-02-14 16:38:46,
13598,2018-02-14 16:38:38,
13611,2018-03-07 17:55:15,
13612,2018-03-26 15:41:53,
13613,2018-03-29 13:26:16,
13614,2018-04-04 21:26:47,
13615,2018-04-09 13:42:15,
13616,2018-04-09 13:42:17,
13617,2018-07-03 14:32:30,
13625,2022-06-30 20:46:09,
13627,2019-11-21 18:00:44,
13628,2019-12-05 14:02:29,
13631,2019-11-25 14:23:30,
13633,2019-12-23 18:07:09,
13634,2019-12-23 18:07:08,
13635,2020-01-07 16:05:53,
13636,2020-01-07 17:04:07,
13638,2020-01-08 17:40:45,
13642,2020-01-08 17:40:45,
13647,2023-06-05 22:00:39,
13648,2020-05-27 12:17:34,
13650,2020-07-13 16:24:56,
13652,2020-08-11 16:15:16,
13653,2021-04-21 14:39:05,
13654,2021-03-16 18:55:09,
13655,2020-08-14 15:28:31,
13659,2021-04-06 19:43:21,
13666,2021-03-16 15:25:43,
13677,2021-06-07 19:26:57,
13679,2021-06-08 15:42:47,
13683,2021-06-21 15:09:27,
13684,2021-06-28 20:10:11,
13686,2021-06-30 2:25:18,
13687,2021-07-14 15:10:45,
13688,2021-07-16 18:40:44,
13689,2021-07-27 15:07:16,
13690,2023-06-15 16:15:34,
13692,2021-08-11 18:33:17,
13693,2021-08-31 20:40:07,
13694,2021-08-31 20:40:06,
13697,2021-12-14 17:03:25,
13698,2022-02-23 16:01:48,
13699,2022-03-04 19:36:51,
13700,2022-03-04 20:18:29,
13701,2022-03-04 21:19:25,
13702,2022-03-07 17:22:54,
13703,2022-03-07 17:22:56,
13704,2022-03-07 17:22:58,
13706,2022-03-22 19:23:36,
13707,2022-05-05 18:53:23,
13708,2023-05-11 13:36:28,
13718,2022-06-27 15:29:25,
13719,2022-06-27 15:29:26,
13720,2022-06-27 15:29:25,
13721,2022-06-27 15:29:27,
13722,2022-06-30 19:42:51,
13723,2022-06-30 19:42:44,
13724,2022-06-30 19:42:48,
13725,2022-06-30 21:01:11,
13731,2022-07-01 00:00:00,
13737,2022-11-02 11:50:29,
13738,2022-11-02 11:50:28,
13740,2022-11-17 16:57:12,
13744,2022-12-01 13:21:50,
13745,2023-03-20 16:18:27,
13747,2023-01-10 22:35:12,
13748,2023-01-10 22:35:14,
13749,2023-01-10 22:35:13,
13750,2023-01-10 22:35:13,
13773,2023-01-20 16:14:33,
13787,2023-03-23 19:55:43,
13788,2023-03-23 19:32:13,
13789,2023-06-06 15:03:29,
13790,2023-08-14 17:23:04,
13791,2023-08-14 17:23:03,
13793,2023-06-05 22:00:39,
13794,2023-03-23 20:47:21,
13795,2023-04-24 15:57:41,
13796,2023-04-24 15:57:39,
13797,2023-04-24 15:57:37,
13798,2023-06-05 22:00:38,
13803,2023-03-23 20:23:24,
13805,2023-03-22 20:03:09,
13806,2023-06-05 22:00:36,
13809,2023-04-12 18:28:56,
13810,2023-05-12 15:48:00,
13811,2023-06-07 20:07:23,
13812,2023-06-15 13:03:24,
13815,2023-06-21 14:05:27,
13816,2023-07-18 21:15:32,
13817,2023-08-14 17:23:06,
13819,2023-08-24 16:00:17,
13820,2023-08-25 16:54:31,
13821,2023-08-31 16:29:19,
13822,2023-08-31 16:29:19,
13823,2023-08-31 16:29:18,
13824,2023-08-31 16:29:15,
13825,2023-08-31 16:29:12,
13828,2023-10-17 16:26:13,
13836,2023-10-23 19:01:27,
13837,2023-10-23 19:01:49,
13838,2023-10-23 19:01:46,
13839,2023-10-23 19:01:44,
13840,2023-10-23 19:01:31,
13841,2023-10-23 19:01:40,
13842,2023-10-23 19:01:35,
13843,2023-10-27 14:51:42,
13850,2023-11-14 15:17:03,
13853,2023-12-18 21:12:08,
13855,2024-01-08 15:17:36,
13856,2024-01-08 15:17:28,
13857,2024-01-08 15:17:29,
13858,2024-01-08 15:17:32,
13859,2024-01-08 15:17:29,
13860,2024-01-18 21:56:26,
13861,2024-01-18 21:56:20,
13862,2024-01-18 21:56:23,
13863,2024-01-25 17:47:59,
13864,2024-01-29 22:08:34,
13865,2024-01-29 22:08:03,
13866,2024-01-29 22:07:40,
13867,2024-01-29 22:08:22,
13868,2024-01-29 22:08:15,
13869,2024-02-02 20:44:25,
13870,2024-02-05 18:21:32,
13877,2024-02-20 20:53:41,
13878,2024-02-20 20:53:41,
13879,2024-03-05 15:59:49,
13882,2024-04-10 15:03:52,
13883,2024-04-15 20:23:50,
13884,2024-04-24 12:43:20,
13885,2024-05-24 14:07:48,
13888,2024-06-18 16:02:49,