person_id,tbrc_id,default_name,tradition_id
2845,P155,"Buton Rinchen Drub",4
2854,P1558,"Dondrub Rinchen",4
2882,P1583,"Longchenpa Drime Wozer",4
2891,P1591,"Duldzin Drakpa Gyeltsen",4
3168,P1844,"Gampopa Sonam Rinchen",4
3736,P207,Vanaratna,4
3744,P2077,"Jampel Gyatso",4
3753,P2085,"Pang Lotsāwa Lodro Tenpa",4
3759,P2090,"Gotsangpa Gonpo Dorje",4
3762,P2093,"Sherab Sengge",4
3957,P2271,"Droton Dutsi Drakpa",4
4261,P2551,"Ngok Lotsāwa Loden Sherab",4
4267,P2557,"Dromton Gyelwa Jungne",4
4359,P2640,"Sanggye Gompa Sengge",4
5555,P3229,"Nartangpa Tsultrim Gyeltsen",4
5717,P3379,"Atiśa Dīpaṃkara",4
5750,P3408,"Bakton Zhonnu Tsultrim",4
5786,P3442,"Potowa Rinchen Sel",4
5790,P3446,"Tumton Lodro Drakpa",4
5791,P3447,"Chekhawa Yeshe Dorje",4
5801,P3456,"Naktso Lotsāwa Tsultrim Gyelwa",4
5803,P3458,"Go Khukpa Lhetse",4
5817,P3470,"Lhodrak Namkha Gyelpo",4
5818,P3471,"Lhodrak Sengge Zangpo",4
5819,P3472,"Lhodrak Gyelse Zangpo",4
5820,P3473,"Chennga Tsultrim Bar",4
5822,P3475,"Jayulwa Zhonnu Wo",4
6037,P3674,"Ga Lotsāwa Zhonnu Pel",4
6159,P3785,"Parpuwa Lodro Sengge",4
6194,P3816,"Rongzom Chokyi Zangpo",4
6264,P3880,"Lobsang Jamyang",4
6275,P3890,"Gorub Lotsāwa Chokyi Sherab",4
6285,P39,"Khyungpo Neljor",4
6351,P396,"Shākya Chokden",4
6393,P3998,"Chokyi Lama",4
6441,P404,"Tolungpa Rinchen Nyingpo",4
6452,P405,"Puchungwa Zhonnu Gyeltsen",4
6491,P4088,"Doton Sherab Drakpa",4
6587,P4177,"Sumpa Yeshe Lodro",4
6733,P4308,"Tsur Lotsāwa Yeshe Jungne",4
6735,P431,"Rongton Sheja Kunrik",4
6895,P4456,"Zhangtsun Dorje Wozer",4
7053,P460,"Ngawang Kunga Rinchen",4
7090,P4633,"Rinchen Namkha Dorje",4
7093,P4636,"Lodro Tenpa",4
7113,P4654,"Tsen Khawoche",4
7114,P4655,"Drapa Ngonshe",4
7373,P4892,"Chegompa Sherab Dorje",4
8027,P55,"Khedrubje Gelek Pelzang",4
8460,P5899,"Khyungtsangpa Yeshe Lama",4
8571,P60,"Rendawa Zhonnu Lodro",4
8730,P6145,"Dromton Zhonnu Lodro",4
8754,P6169,"Dongak Tendzin",4
9095,P65,"Gyeltsabje Darma Rinchen",4
9213,P661,"Tenpai Gyeltsen",4
9482,P2251,"Kunpang Chodrak Pelzang",4
10168,P75,"Khedrub Norzang Gyatso",4
10199,P753,"Rinchen Zangpo",4
10573,P7894,"Tsangton Dorje Gyeltsen",4
10579,P79,"Taktsang Lotsāwa Sherab Rinchen",4
10649,P7964,"Kunga Bum",4
10687,P80,"Gendun Drub",4
10892,P8194,Padmakaravarma,4
10982,P8278,"Gewai Lodro",4
11056,P8344,"Lha Lama Yeshe Wo",4
13073,P1AG39,"Chennga Sonam Zangpo",4
13199,P2CZ7866,"Nyima Gyeltsen",4
13542,P8LS4342,"Lhagyari Ganden Pelbar",4
3153,P1830,"Gyelse Tokme Zangpo",4
6076,P3709,"Pakpa Sherab",4
6214,P8224,"Vajrāsana the latter",4
3006,P1699,"Ngari Paṇchen Pema Wanggyel",4
2181,P1060,"Chim Namkha Drak",4
13540,P1AG88,"Lhai Metok",4
5644,P3312,"Machik Labdron",4
10319,P7644,"Lingza Chokyi",4
13773,P4CZ10542,"Gelongma Pelmo",4
2810,P1518,Śākyaśrībhadra,4
7326,P4849,Smṛtijñānakīrti,4
8986,P64,"Tsongkhapa Lobzang Drakpa",4
13183,P8LS12003,"Takleb Jangchub Gyeltsen",4
13234,P11MS255,"Lobpon Tsangpa Jamseng",4
13706,,"Jetsun Khacho Wangmo",4
5626,P3296,Buddhaśrī,4
6257,P3874,"Sabzang Pakpa Zhonnu Lodro",4
2539,P127,"Pakmodrupa Dorje Gyelpo",4
2589,P1314,"Katokpa Dampa Deshek",4
3890,P2210,"Gurawa Tsultrim Dorje",4
4114,P2413,"Puntsok Pelzang",4
8,P00AG0401,"Pelden Chime Takpai Dorje",7
726,P0RK1485,"Paṇchen Namkha Pelzang",7
1029,P0RK27,"Khenchen Sonam Pel",7
1035,P0RK28,"Khenchen Tashi Tsultrim",7
1370,P8218,"Khon Lui Wangpo",7
1726,P10183,"Sumpa Lotsāwa Darma Yonten",7
1728,P10185,"Pelchok Dangpo Dorje",7
1820,P1027,"Muchen Sanggye Rinchen",7
1831,P1028,"Ga Rabjampa Kunga Yeshe",7
1898,P1034,"Muchen Sempa Chenpo Konchok Gyeltsen",7
1908,P1035,"Drakpa Dorje",7
1930,P1037,"Pelden Dorje",7
1963,P1040,"Kunga Wangchuk",7
1974,P1041,"Kunga Wangchuk",7
1985,P1042,"Gorampa Sonam Sengge",7
2029,P1046,"Shongton Dorje Gyeltsen",7
2051,P1048,"Pakpa Lodro Gyeltsen",7
2069,P10497,"Rinchen Dorje",7
2104,P1053,"Lotsāwa Chokden Lekpai Lodro",7
2137,P1056,"Sakya Paṇḍita Kunga Gyeltsen",7
2203,P1062,"Zhangton Konchok Pel",7
2280,P1069,"Yeshe Rinchen",7
2314,P1072,"Rinchen Gyeltsen",7
2336,P1AG72,"Kunga Puntsok",7
2338,P1089,"Nesar Jamyang Khyentse Wangchuk",7
2340,P1090,"Labsum Gyeltsen",7
2387,P1132,"Ngorchen Kunga Zangpo",7
2434,P1175,"Yonten Gyatso",7
2491,P1226,"Lama Dampa Sonam Gyeltsen",7
2606,P133,"Ngoje Repa",7
2670,P139,"Dolpopa Sherab Gyeltsen",7
2774,P1485,"Chokyi Gyelpo",7
2790,P150,"Yonten Gyatso",7
2801,P151,"Sabzang Mati Paṇchen Lodro Gyeltsen",7
2812,P152,"Chokle Namgyel",7
2823,P153,"Jonang Lotsāwa Lodro Pel",7
2845,P155,"Buton Rinchen Drub",7
2854,P1558,"Dondrub Rinchen",7
2882,P1583,"Longchenpa Drime Wozer",7
2891,P1591,"Duldzin Drakpa Gyeltsen",7
2915,P1614,"Drakpa Gyeltsen",7
2916,P1615,"Sachen Kunga Nyingpo",7
2919,P1618,"Sonam Tsemo",7
2948,P1646,"Jigme Rigpai Lodro",7
3188,P1862,"Tawen Kunga Rinchen",7
3194,P1868,Dharmapālarakṣita,7
3200,P1873,"Konchok Pelwa",7
3204,P1877,"Zangpo Pel",7
3266,P1932,"Barawa Gyeltsen Pelzang",7
3671,P2009,"Nyakpuwa Sonam Zangpo",7
3673,P2010,"Nyawon Kunga Pel",7
3736,P207,Vanaratna,7
3753,P2085,"Pang Lotsāwa Lodro Tenpa",7
3762,P2093,"Sherab Sengge",7
3937,P2253,"Zhangton Gyawo Sonam Drakpa",7
3938,P2254,"Tangpoche Kunga Bum",7
3939,P2255,"Menchukhawa Lodro Gyeltsen",7
3940,P2256,"Rinchen Tsultrim",7
4085,P2387,"Kunga Drolchok",7
4086,P2388,"Jangchub Tsemo",7
4113,P2412,"Tangpo Chungwa Lodro Pel",7
4115,P2414,"Gharungwa Lhai Gyeltsen",7
4119,P2418,"Orgyen Dzongpa Chokyong Gyeltsen",7
4164,P2460,"Nyakpuwa Sonam Zangpo",7
4167,P2463,"Drubchen Kunga Lodro",7
4168,P2464,"Jamyang Konchok Zangpo",7
4170,P2466,"Namkha Chokyong",7
4217,P2509,"Lhachok Sengge",7
4219,P2510,"Sanggye Sengge",7
4220,P2511,"Kunga Sonam Lhundrub",7
4224,P2516,"Pelchok Gyeltsen",7
4225,P2517,"Jamyang Namkha Pelzang",7
4227,P2519,"Sanggye Tendzin",7
4228,P252,"Mipam Gyatso",7
4327,P2611,"Lodro Gyeltsen",7
4358,P264,"Jamgon Kongtrul Lodro Taye",7
4543,P2807,"Trulzhik Tsultrim Gyeltsen",7
4820,P2DB5980,"Druk Khenpo Ngawang Yonten Gyatso",7
5401,P3088,"Mel Lotsāwa Lodro Drakpa",7
5406,P3092,"Naza Drakpukpa Sonam Pel",7
5408,P3094,"Sharchen Yeshe Gyeltsen",7
5437,P3120,"Janglingpa Tashi Gyeltsen",7
5555,P3229,"Nartangpa Tsultrim Gyeltsen",7
5750,P3408,"Bakton Zhonnu Tsultrim",7
5753,P3411,"Draktengpa Yonten Tsultrim",7
5858,P3507,"Gorumpa Kunga Lekpa",7
6100,P3730,"Khon Konchok Gyelpo",7
6122,P3750,"Trulzhik Tsultrim Gyeltsen",7
6251,P3869,"Konchok Tsultrim",7
6278,P3893,"Namgyel Drakpa Zangpo",7
6351,P396,"Shākya Chokden",7
6367,P3974,"Kyobpa Pel Zangpo",7
6374,P3980,"Drakpa Gyeltsen",7
6405,P4007,"Tropu Lotsāwa Jampa Pel",7
6489,P4086,"Drungchen Khachopa Namkha Gyeltsen",7
6499,P4095,"Tenpa Tsering",7
6723,P43,Mahāvajrāsana,7
6733,P4308,"Tsur Lotsāwa Yeshe Jungne",7
6735,P431,"Rongton Sheja Kunrik",7
6738,P4312,"Yakde Paṇchen Tsondru Dargye",7
6779,P435,"Konchok Delek",7
6801,P437,"Konchok Pendar",7
6892,P4453,"Ziji Bar",7
7024,P4574,"Zhangton Chobar",7
7053,P460,"Ngawang Kunga Rinchen",7
7064,P461,"Sakya Lotsāwa Jampai Dorje",7
7130,P467,"Jampel Zangpo",7
7348,P487,"Lodro Gyeltsen",7
7370,P489,"Paṇchen Bumdrak Sumpa",7
7512,P502,"Pelden Tsultrim",7
7545,P505,"Lodro Gyeltsen",7
7718,P5209,"Sheja Zangpo",7
8027,P55,"Khedrubje Gelek Pelzang",7
8126,P559,"Pema Nyinje Wangpo",7
8507,P5941,"Chokyi Wozer",7
8571,P60,"Rendawa Zhonnu Lodro",7
8912,P633,"Nyima Bum",7
8964,P638,"Sherab Wozer",7
9030,P644,"Gyurme Dechen",7
9062,P647,"Peljor Lhundrub",7
9095,P65,"Gyeltsabje Darma Rinchen",7
9213,P661,"Tenpai Gyeltsen",7
9482,P2251,"Kunpang Chodrak Pelzang",7
9622,P699,"Khenpo Zhenga Zhenpen Chokyi Nangwa",7
9761,P7118,"Konchok Gyeltsen",7
9788,P7143,"Lama Ngawang Drakpa",7
9789,P7144,"Lama Jangchub Sengge",7
9923,P7269,"Namdrol Zangpo",7
10202,P7532,"Khedrub Sherab Gyeltsen",7
10497,P782,"Lowo Khenchen Sonam Lhundrub",7
10507,P783,"Konchok Lhundrub",7
10528,P785,"Konchok Pelden",7
10548,P787,"Ngawang Chodrak",7
10579,P79,"Taktsang Lotsāwa Sherab Rinchen",7
10613,P793,"Ngawang Kunga Wanggyel",7
10644,P796,"Sanggye Puntsok",7
10683,P7997,"Yakton Sanggye Pel",7
10699,P801,"Zhuchen Tsultrim Rinchen",7
10742,P805,"Ngawang Kunga Lodro",7
10753,P806,"Sonam Rinchen",7
10815,P812,"Gaton Ngawang Lekpa",7
11114,P84,"Gendun Gyatso",7
11285,P856,"Chokyong Zangpo",7
11290,P8564,"Jigme Tsewang Dudul",7
11307,P858,"Tukje Tsondru",7
11731,P8968,"Ngawang Trinle",7
11866,P9090,"Chime Tenpai Nyima",7
11972,P9187,"Lodro Gyatso",7
12340,P953,"Lekshe Mawai Nyima",7
12500,P968,"Dezhung Chopel Jamyang Kunga Namgyel",7
12521,P97,"Sanggye Yeshe",7
12547,P9724,"Yonten Jungne",7
12553,P973,"Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo",7
12741,P9905,"Nyiga Kunga Nyima",7
12742,P9906,"Khyenrab Sengge",7
12743,P9907,"Damcho Wozer",7
12838,P9999,"Tsembupa Darma Wozer",7
13063,P2416,"Khenchen Lungrik Gyatso",7
13064,P2MS4764,"Kunga Pelzang ",7
13065,P2417,"Lochen Ratnabhadra",7
13076,P8LS76448,Kangyurpa,7
13078,P2CZ9156,"Jangsem Sherab Zangpo",7
13086,P11MS163,"Donggom Zhikpo",7
13186,P10MS14669,"Pema Trinle",7
13511,P1AG76,"Jampa Puntsok",7
13512,P1AG70,"Ponchen Lhuntub",7
13513,P1AG78,"Lachen Chemchok",7
13514,P1AG75,Lupel,7
13515,P1AG77,"Orgyen Tashi",7
13516,P1AG71,"Botar Lodro Tobden",7
13517,P1AG80,"Gyeltsen Bum",7
13518,P1AG74,"Ponchen A-nga",7
13519,P1KT2,"Nyigyel Pangdatsang",7
13520,P1TD6,"Nyima Pangdatsang",7
13521,P1KT1,"Rapga Pangdatsang",7
13522,P1TD8,"Tobgyal Pangdatsang",7
13523,P1TD7,"Lobzang Yampel Pangdatsang",7
13527,P1AG81,"Yagyel Pel",7
13528,P1AG73,"Kunga Rinchen",7
13532,P1AG85,"Puntsok Tenpa",7
13615,P1TD46,"Tamdrin Wangmo",7
13653,P8LS76438,"Jamyang Chokyi Wangpo",7
13677,P8LS76440,"Ngawang Nyima",7
13699,P8LS76451,"Ngawang Jampel Rinchen",7
13700,P8LS76450,"Dorje Sengge",7
13701,P8LS76452,"Jago Tobden",7
13702,P8LS76457,"Orgyen Kyab",7
13703,P8LS76456,"Jamyang Pelmo",7
13707,P1PD108248,"Tubten Gyeltsen",7
5897,P3546,"Amdo Geshe Jampel Rolpai Lodro",7
3153,P1830,"Gyelse Tokme Zangpo",7
13721,,"Drayab Tubten Zangpo",7
13625,P1LS5648,"Tsarong Pema Dolkar",7
3211,P1883,"Dakchen Sherab Gyeltsen",7
3191,P1865,"Jamyang Donyo Gyeltsen",7
3208,P1880,"Jamyang Namkha Gyeltsen",7
2866,P1569,"Jamyang Sherab Gyatso",7
10580,P790,"Jamyang Tutob Wangchuk",7
3189,P1863,"Namkha Lekpai Gyeltsen",7
10633,P795,"Ngawang Sonam Wangchuk",7
10591,P791,"Jamyang Amnye Zhab Ngawang Kunga Sonam",7
6214,P8224,"Vajrāsana the latter",7
3006,P1699,"Ngari Paṇchen Pema Wanggyel",7
13679,P8LS76443,"Ga Lama Gendun Zangpo",7
11883,P9105,"Tamdrin Wangmo",7
13187,P10MS14671,"Tsewang Lhamo",7
13787,,"Sonam Sengge Wangchuk",7
13803,,"Nun of the Cemeteries",7
10355,P7679,"Kunga Tenpai Nyima",7
12745,P9909,"Ngawang Lodro Nyingpo",7
13796,,"Wara Zhabdrung Jamyang Namkha Gyeltsen",7
13797,,"Tartse Zhabdrung Namkha Zangpo",7
13795,,"Wara Zhabdrung Tenpai Nyima",7
13246,P8LS13100,"Jamyang Kunzang Tubten Chokyi Gyeltsen",7
13793,,"Jampa Ngawang Kunga Chopel",7
13647,P8LS13097,"Jamyang Kunzang Tenpai Gyeltsen",7
13798,,"Nyendrak Tarpa",7
12613,P9786,"Ngawang Lodro Rinchen",7
13789,,"Khyenrab Jigme Gyatso",7
4310,P2597,"Jampa Kunga Tenzin",7
1721,P10179,"Yalung Jomo Auma",7
1719,P10177,"Jomo Mangchungma",7
13806,P1KG17602,"Gepel Tulku Jamyang Kunga Chokyi Nyima",7
1720,P10178,"Jocham Purmo",7
13790,,"Kelzang Chodron",7
13249,P8LS13102,"Jampa Namkha Kunzang Tenpai Gyeltsen",7
13248,P1KG4182,"Ngawang Khedrub Gyatso",7
4660,P2915,"Drakpa Gyeltsen",7
4249,P2540,"Kunga Tashi",7
8177,P5636,"Nyoshul Khenpo Jamyang Dorje",7
11158,P8441,"Jampa Rinchen Khyentse Wangpo",7
2712,P1428,Tāranātha,7
12479,P966,"Tubten Lekshe Gyatso",7
10203,P7533,"Ngawang Khyenrab Jampel Nyingpo",7
13131,P3AG14,"Khedrub Rinchen Lodro",7
13533,P1AG87,"Yangchen Drolma",7
13794,,"Sonam Drolma",7
13654,P8LS76435,"Jamyang Khyentse Chokyi Wangchuk",7
13805,P1TD123,"Tseyang Sadutshang",7
2720,P1435,"Sonam Puntsok",7
7581,P5082,"Sanggye Tenpa",7
13788,P1TD59,"Chime Dolkar",7
13809,P1TD90,"Tsering Wangmo",7
13745,P1TD81,"Kunzang Tendron",7
13773,P4CZ10542,"Gelongma Pelmo",7
8891,P631,"Guru Jober",7
2810,P1518,Śākyaśrībhadra,7
8986,P64,"Tsongkhapa Lobzang Drakpa",7
2918,P1617,"Jangsem Dawa Gyeltsen",7
8454,P5893,"Kunpang Delek Rinchen",7
13697,P1TD226,"Tsering Chodron",7
4291,P258,"Jamyang Khyentse Wangpo",7
5626,P3296,Buddhaśrī,7
6257,P3874,"Sabzang Pakpa Zhonnu Lodro",7
5615,P3285,"Drokmi Shākya Yeshe",7
3004,P1697,"Tennyi Lingpa",7
2539,P127,"Pakmodrupa Dorje Gyelpo",7
4114,P2413,"Puntsok Pelzang",7
5500,P318,"Go Lotsāwa Zhonnu Pel",7
7775,P5262,"Yanggonpa Gyeltsen Pel",7
9990,P733,"Jamyang Khyentse Chokyi Lodro",7
11141,P8425,"Tashi Peltsek",7
13870,,"Sanggye Gyeltsen",7
2845,P155,"Buton Rinchen Drub",8
2882,P1583,"Longchenpa Drime Wozer",8
3165,P1841,"Gomchung Sherab Jangchub",8
3168,P1844,"Gampopa Sonam Rinchen",8
3169,P1845,"Gompo Tsultrim Nyingpo",8
3178,P1853,Milarepa,8
3937,P2253,"Zhangton Gyawo Sonam Drakpa",8
3940,P2256,"Rinchen Tsultrim",8
4168,P2464,"Jamyang Konchok Zangpo",8
4354,P2636,"Marpa Chokyi Lodro",8
5386,P3074,"Tsurton Wanggi Dorje",8
5527,P3203,Niṣkalaṅka,8
5750,P3408,"Bakton Zhonnu Tsultrim",8
5849,P35,"Jamyang Choje Tashi Pelden",8
6037,P3674,"Ga Lotsāwa Zhonnu Pel",8
6620,P4206,"Zang Samlingpa",8
6733,P4308,"Tsur Lotsāwa Yeshe Jungne",8
6856,P442,"Tsangnyon Heruka",8
7673,P5167,"Wolkhawa Drolgom Choyung",8
8459,P5898,"Machik Ongjo",8
9190,P659,"Namcho Mingyur Dorje",8
9572,P6943,"Zangpo Drakpa",8
9923,P7269,"Namdrol Zangpo",8
10258,P7589,"Layakpa Jangchub Ngodrub",8
10649,P7964,"Kunga Bum",8
10835,P814,"Unyon Kunga Zangpo",8
13066,P2CZ7929,Vairocanavajra,8
13196,P10MS14674,"Sonam Peldren",8
13444,P1AG17,"Shen Gonkarwa Dorje Wangchuk",8
13684,P8LS76441,"Ani Trinle Chodron",8
13721,,"Drayab Tubten Zangpo",8
8474,P5910,"Machik Kunga Bum",8
8177,P5636,"Nyoshul Khenpo Jamyang Dorje",8
11258,P8535,"Jampel Dorje",8
13773,P4CZ10542,"Gelongma Pelmo",8
8891,P631,"Guru Jober",8
2918,P1617,"Jangsem Dawa Gyeltsen",8
8456,P5895,"Jangsem Choje Sonam Gyeltsen",8
8455,P5894,"Kunden Rema",8
13882,,"Lhachik Dembu",8
13883,P3CN8621,"Delok Tenzin Chodron",8
4291,P258,"Jamyang Khyentse Wangpo",8
6257,P3874,"Sabzang Pakpa Zhonnu Lodro",8
6726,P4301,"Rokben Sherab Wo",8
3181,P1856,"Barompa Darma Wangchuk",22
7637,P5133,"Tishri Repa Sherab Sengge",22
7641,P5137,"Repa Karpo",22
13074,P1AG59,"Tsangpopa Konchok Sengge",22
13572,P1TD30,"Trewo Alu",22
13747,,"Chime Dorje",22
13749,,"Tersey Tulku",22
13686,P9904,"Samten Gyatso",22
12839,P9901,"Tulku Urgyen",22
3182,P1857,"Zhang Yudrakpa Tsondru Drakpa",23
4175,P2470,"Rokam Nyima Sherab",23
5795,P3450,"Shākya Yeshe",23
6147,P3774,"Khenpo Zopa",23
7373,P4892,"Chegompa Sherab Dorje",23
7637,P5133,"Tishri Repa Sherab Sengge",23
8912,P633,"Nyima Bum",23
13060,,"Multi-facet Test",23
13434,P1AG7,"Zhonnu Rinchen",23
3881,P2202,"Kharakpa Dulwa Wo",23
6547,P4139,"Lhachuk Kharwa Nyida Wo",23
11453,P8711,"Nyamme Shākya Yeshe",23
8,P00AG0401,"Pelden Chime Takpai Dorje",24
1659,P1012,"Tashi Peljor",24
1981,P10416,"Kyabdak Drubchok Wangpo",24
2162,P10582,"Tashi Namgyel",24
2541,P1271,"Takla Norbu",24
2661,P1380,"Peljor Dondrub",24
2662,P1382,"Choying Dorje",24
2665,P1385,"Tsuklak Gyatso",24
2683,P1400,"Dusum Khyenpa",24
2740,P1454,"Yungton Dorje Pel",24
2776,P1487,"Karma Pakshi",24
2803,P1511,"Jangsem Gyelwa Yeshe ",24
3266,P1932,"Barawa Gyeltsen Pelzang",24
4085,P2387,"Kunga Drolchok",24
4140,P2438,"Pomdrakpa Sonam Dorje",24
4228,P252,"Mipam Gyatso",24
4358,P264,"Jamgon Kongtrul Lodro Taye",24
5326,P3018,"Dorje Palam",24
5511,P319,"Tsuklak Trengwa",24
5693,P3357,"Umapa Tsondru Sengge",24
5924,P3572,"Chokyi Gyeltsen",24
5926,P3574,"Tashi Peljor",24
5927,P3575,"Chokyi Gyeltsen",24
5928,P3576,"Mutruk Chokyi Gocha",24
6489,P4086,"Drungchen Khachopa Namkha Gyeltsen",24
6499,P4095,"Tenpa Tsering",24
6738,P4312,"Yakde Paṇchen Tsondru Dargye",24
7130,P467,"Jampel Zangpo",24
7272,P4799,"Bamda Gelek",24
8126,P559,"Pema Nyinje Wangpo",24
9201,P66,"Rangjung Dorje",24
9372,P676,"Rigdzin Tsewang Norbu",24
10548,P787,"Ngawang Chodrak",24
10573,P7894,"Tsangton Dorje Gyeltsen",24
10699,P801,"Zhuchen Tsultrim Rinchen",24
10878,P818,"Chowang Lhundrub",24
10898,P820,"Tashi Namgyel",24
11290,P8564,"Jigme Tsewang Dudul",24
11385,P865,"Rangjung Rigpai Dorje",24
11645,P889,"Wangchuk Dorje",24
11972,P9187,"Lodro Gyatso",24
12180,P938,"Karma Rangjung Kunkhyab",24
12340,P953,"Lekshe Mawai Nyima",24
13074,P1AG59,"Tsangpopa Konchok Sengge",24
13078,P2CZ9156,"Jangsem Sherab Zangpo",24
13120,P2AG27,"Drodul Dorji Tenzin",24
